player,score
"['agent_NhatMinh', 'agent_Thu_Trang', 'agent_random', 'agent_Khanh']","[15, 8, 3, 1]"
"['agent_NhatMinh', 'agent_TongMinh', 'agent_Khanh', 'agent_random']","[15, 8, 7, 1]"
"['agent_NhatMinh', 'agent_Khanh', 'agent_random', 'agent_xung']","[18, 9, 4, 4]"
"['agent_Khanh', 'Dat', 'agent_NhatMinh', 'agent_random']","[18, 11, 10, 7]"
"['agent_Khanh', 'longlee', 'agent_NhatMinh', 'agent_random']","[18, 10, 8, 3]"
"['agent_Khanh', 'agent_NhatMinh', 'phi', 'agent_random']","[15, 11, 10, 4]"
"['agent_NhatMinh', 'Trang9PM_1905', 'agent_Khanh', 'agent_random']","[15, 8, 0, 0]"
"['Trangold', 'agent_NhatMinh', 'agent_Khanh', 'agent_random']","[17, 12, 6, 3]"
"['agent_Khanh', 'agent_NhatMinh', 'Viet_Anh', 'agent_random']","[15, 14, 14, 4]"
"['agent_Khanh', 'agent_NhatMinh', 'agent_Thu_Trang', 'agent_TongMinh']","[15, 13, 13, 10]"
"['agent_Khanh', 'agent_NhatMinh', 'agent_Thu_Trang', 'agent_xung']","[16, 14, 13, 5]"
"['agent_NhatMinh', 'agent_Thu_Trang', 'agent_Khanh', 'Dat']","[17, 9, 4, 3]"
"['agent_NhatMinh', 'agent_Khanh', 'longlee', 'agent_Thu_Trang']","[16, 15, 14, 12]"
"['phi', 'agent_Khanh', 'agent_Thu_Trang', 'agent_NhatMinh']","[15, 14, 14, 8]"
"['agent_Thu_Trang', 'agent_NhatMinh', 'Trang9PM_1905', 'agent_Khanh']","[15, 14, 9, 3]"
"['agent_Khanh', 'agent_NhatMinh', 'agent_Thu_Trang', 'Trangold']","[15, 15, 12, 11]"
"['agent_NhatMinh', 'agent_Khanh', 'agent_Thu_Trang', 'Viet_Anh']","[17, 8, 6, 5]"
"['agent_NhatMinh', 'agent_Khanh', 'agent_xung', 'agent_TongMinh']","[15, 10, 9, 6]"
"['agent_TongMinh', 'agent_NhatMinh', 'agent_Khanh', 'Dat']","[16, 14, 10, 4]"
"['agent_NhatMinh', 'agent_TongMinh', 'agent_Khanh', 'longlee']","[16, 15, 11, 6]"
"['agent_TongMinh', 'agent_NhatMinh', 'phi', 'agent_Khanh']","[19, 13, 6, 5]"
"['agent_TongMinh', 'Trang9PM_1905', 'agent_NhatMinh', 'agent_Khanh']","[19, 15, 11, 10]"
"['agent_NhatMinh', 'agent_TongMinh', 'Trangold', 'agent_Khanh']","[15, 14, 13, 6]"
"['agent_TongMinh', 'agent_Khanh', 'agent_NhatMinh', 'Viet_Anh']","[15, 11, 11, 11]"
"['agent_xung', 'agent_NhatMinh', 'agent_Khanh', 'Dat']","[17, 11, 5, 3]"
"['agent_xung', 'agent_NhatMinh', 'agent_Khanh', 'longlee']","[16, 14, 10, 10]"
"['agent_NhatMinh', 'phi', 'agent_xung', 'agent_Khanh']","[15, 9, 2, 1]"
"['agent_xung', 'agent_NhatMinh', 'Trang9PM_1905', 'agent_Khanh']","[16, 15, 7, 2]"
"['agent_NhatMinh', 'Trangold', 'agent_Khanh', 'agent_xung']","[18, 12, 10, 5]"
"['Viet_Anh', 'agent_NhatMinh', 'agent_Khanh', 'agent_xung']","[19, 16, 13, 10]"
"['Dat', 'agent_NhatMinh', 'agent_Khanh', 'longlee']","[20, 18, 14, 12]"
"['agent_NhatMinh', 'phi', 'agent_Khanh', 'Dat']","[16, 11, 5, 5]"
"['agent_NhatMinh', 'agent_Khanh', 'Trang9PM_1905', 'Dat']","[15, 12, 11, 8]"
"['agent_NhatMinh', 'agent_Khanh', 'Trangold', 'Dat']","[17, 8, 8, 5]"
"['agent_NhatMinh', 'agent_Khanh', 'Viet_Anh', 'Dat']","[19, 16, 10, 8]"
"['agent_NhatMinh', 'phi', 'agent_Khanh', 'longlee']","[15, 6, 3, 2]"
"['agent_NhatMinh', 'Trang9PM_1905', 'longlee', 'agent_Khanh']","[18, 11, 2, 1]"
"['agent_Khanh', 'Trangold', 'agent_NhatMinh', 'longlee']","[16, 11, 10, 7]"
"['agent_Khanh', 'agent_NhatMinh', 'Viet_Anh', 'longlee']","[15, 13, 13, 10]"
"['Trang9PM_1905', 'phi', 'agent_Khanh', 'agent_NhatMinh']","[16, 7, 5, 5]"
"['agent_NhatMinh', 'phi', 'Trangold', 'agent_Khanh']","[19, 14, 13, 6]"
"['Viet_Anh', 'agent_NhatMinh', 'phi', 'agent_Khanh']","[16, 13, 8, 6]"
"['agent_NhatMinh', 'Trang9PM_1905', 'Trangold', 'agent_Khanh']","[17, 7, 7, 0]"
"['Viet_Anh', 'agent_NhatMinh', 'Trang9PM_1905', 'agent_Khanh']","[16, 11, 6, 2]"
"['agent_NhatMinh', 'Trangold', 'agent_Khanh', 'Viet_Anh']","[19, 12, 8, 8]"
"['agent_Phong', 'agent_Thu_Trang', 'agent_random', 'agent_Khanh']","[17, 10, 7, 6]"
"['agent_TongMinh', 'agent_Khanh', 'agent_Phong', 'agent_random']","[16, 15, 9, 0]"
"['agent_Khanh', 'agent_Phong', 'agent_xung', 'agent_random']","[16, 14, 9, 3]"
"['agent_Khanh', 'agent_Phong', 'Dat', 'agent_random']","[17, 14, 14, 3]"
"['agent_Phong', 'agent_Khanh', 'agent_random', 'longlee']","[15, 5, 3, 2]"
"['phi', 'agent_Phong', 'agent_Khanh', 'agent_random']","[17, 13, 11, 1]"
"['agent_Phong', 'agent_Khanh', 'Trang9PM_1905', 'agent_random']","[15, 13, 8, 0]"
"['agent_Khanh', 'agent_Phong', 'agent_random', 'Trangold']","[15, 13, 10, 9]"
"['Viet_Anh', 'agent_Phong', 'agent_Khanh', 'agent_random']","[16, 13, 11, 1]"
"['agent_TongMinh', 'agent_Thu_Trang', 'agent_Phong', 'agent_Khanh']","[15, 14, 11, 6]"
"['agent_Khanh', 'agent_Thu_Trang', 'agent_xung', 'agent_Phong']","[21, 12, 12, 11]"
"['agent_Khanh', 'agent_Phong', 'agent_Thu_Trang', 'Dat']","[16, 15, 8, 3]"
"['agent_Thu_Trang', 'agent_Phong', 'agent_Khanh', 'longlee']","[15, 14, 11, 3]"
"['phi', 'agent_Khanh', 'agent_Thu_Trang', 'agent_Phong']","[15, 13, 13, 12]"
"['agent_Phong', 'agent_Khanh', 'Trang9PM_1905', 'agent_Thu_Trang']","[18, 13, 13, 2]"
"['Trangold', 'agent_Phong', 'agent_Thu_Trang', 'agent_Khanh']","[15, 13, 13, 11]"
"['Viet_Anh', 'agent_Khanh', 'agent_Thu_Trang', 'agent_Phong']","[15, 14, 11, 10]"
"['agent_TongMinh', 'agent_Khanh', 'agent_Phong', 'agent_xung']","[16, 12, 8, 7]"
"['agent_TongMinh', 'Dat', 'agent_Phong', 'agent_Khanh']","[17, 14, 11, 8]"
"['agent_TongMinh', 'agent_Phong', 'longlee', 'agent_Khanh']","[17, 9, 4, 0]"
"['agent_TongMinh', 'agent_Khanh', 'agent_Phong', 'phi']","[16, 10, 10, 9]"
"['Trang9PM_1905', 'agent_Phong', 'agent_Khanh', 'agent_TongMinh']","[18, 11, 10, 3]"
"['Trangold', 'agent_Phong', 'agent_TongMinh', 'agent_Khanh']","[17, 9, 7, 1]"
"['agent_Khanh', 'agent_TongMinh', 'agent_Phong', 'Viet_Anh']","[15, 15, 9, 7]"
"['agent_Phong', 'agent_xung', 'agent_Khanh', 'Dat']","[16, 14, 13, 6]"
"['agent_xung', 'agent_Phong', 'longlee', 'agent_Khanh']","[17, 10, 8, 3]"
"['phi', 'agent_xung', 'agent_Phong', 'agent_Khanh']","[15, 14, 13, 5]"
"['agent_Phong', 'agent_xung', 'Trang9PM_1905', 'agent_Khanh']","[16, 13, 13, 4]"
"['Trangold', 'agent_xung', 'agent_Khanh', 'agent_Phong']","[15, 14, 11, 11]"
"['agent_xung', 'agent_Phong', 'Viet_Anh', 'agent_Khanh']","[16, 9, 4, 3]"
"['agent_Phong', 'agent_Khanh', 'longlee', 'Dat']","[15, 13, 9, 3]"
"['phi', 'agent_Phong', 'agent_Khanh', 'Dat']","[16, 14, 8, 7]"
"['agent_Phong', 'Dat', 'agent_Khanh', 'Trang9PM_1905']","[16, 13, 6, 2]"
"['Dat', 'agent_Khanh', 'agent_Phong', 'Trangold']","[16, 14, 13, 13]"
"['Dat', 'agent_Phong', 'Viet_Anh', 'agent_Khanh']","[15, 10, 9, 7]"
"['longlee', 'agent_Phong', 'agent_Khanh', 'phi']","[16, 12, 11, 11]"
"['agent_Khanh', 'agent_Phong', 'longlee', 'Trang9PM_1905']","[16, 10, 10, 10]"
"['longlee', 'agent_Khanh', 'agent_Phong', 'Trangold']","[15, 8, 8, 5]"
"['agent_Khanh', 'Viet_Anh', 'agent_Phong', 'longlee']","[15, 13, 10, 9]"
"['Trang9PM_1905', 'agent_Phong', 'phi', 'agent_Khanh']","[16, 12, 7, 3]"
"['phi', 'Trangold', 'agent_Phong', 'agent_Khanh']","[16, 14, 10, 7]"
"['phi', 'agent_Phong', 'agent_Khanh', 'Viet_Anh']","[15, 11, 8, 6]"
"['Trang9PM_1905', 'agent_Phong', 'agent_Khanh', 'Trangold']","[16, 9, 6, 6]"
"['Trang9PM_1905', 'agent_Khanh', 'agent_Phong', 'Viet_Anh']","[19, 12, 8, 8]"
"['Trangold', 'agent_Phong', 'agent_Khanh', 'Viet_Anh']","[18, 16, 10, 10]"
"['agent_TongMinh', 'agent_Khanh', 'agent_Thu_Trang', 'agent_random']","[15, 8, 8, 5]"
"['agent_Khanh', 'agent_Thu_Trang', 'agent_xung', 'agent_random']","[17, 14, 14, 2]"
"['Dat', 'agent_Thu_Trang', 'agent_Khanh', 'agent_random']","[15, 11, 10, 5]"
"['longlee', 'agent_Thu_Trang', 'agent_Khanh', 'agent_random']","[18, 13, 7, 4]"
"['agent_Thu_Trang', 'phi', 'agent_Khanh', 'agent_random']","[15, 8, 5, 2]"
"['Trang9PM_1905', 'agent_Khanh', 'agent_Thu_Trang', 'agent_random']","[17, 14, 13, 9]"
"['Trangold', 'agent_Khanh', 'agent_Thu_Trang', 'agent_random']","[17, 15, 14, 5]"
"['Viet_Anh', 'agent_Thu_Trang', 'agent_Khanh', 'agent_random']","[15, 13, 1, 1]"
"['agent_TongMinh', 'agent_xung', 'agent_Khanh', 'agent_random']","[15, 7, 4, 4]"
"['agent_TongMinh', 'agent_Khanh', 'agent_random', 'Dat']","[19, 15, 4, 4]"
"['agent_Khanh', 'agent_TongMinh', 'longlee', 'agent_random']","[15, 7, 5, 1]"
"['phi', 'agent_TongMinh', 'agent_Khanh', 'agent_random']","[18, 9, 6, 3]"
"['agent_TongMinh', 'agent_Khanh', 'Trang9PM_1905', 'agent_random']","[18, 15, 10, 4]"
"['Trangold', 'agent_TongMinh', 'agent_Khanh', 'agent_random']","[15, 13, 5, 3]"
"['agent_TongMinh', 'Viet_Anh', 'agent_Khanh', 'agent_random']","[15, 14, 4, 2]"
"['agent_xung', 'agent_Khanh', 'Dat', 'agent_random']","[17, 13, 8, 3]"
"['longlee', 'agent_Khanh', 'agent_xung', 'agent_random']","[15, 7, 4, 2]"
"['phi', 'agent_xung', 'agent_random', 'agent_Khanh']","[16, 6, 5, 3]"
"['agent_xung', 'agent_Khanh', 'Trang9PM_1905', 'agent_random']","[15, 11, 8, 6]"
"['agent_Khanh', 'Trangold', 'agent_xung', 'agent_random']","[15, 9, 5, 2]"
"['agent_xung', 'Viet_Anh', 'agent_Khanh', 'agent_random']","[17, 11, 5, 2]"
"['agent_Khanh', 'longlee', 'Dat', 'agent_random']","[15, 9, 6, 1]"
"['Dat', 'phi', 'agent_Khanh', 'agent_random']","[16, 12, 6, 3]"
"['Dat', 'Trang9PM_1905', 'agent_Khanh', 'agent_random']","[19, 7, 6, 2]"
"['Dat', 'agent_Khanh', 'Trangold', 'agent_random']","[17, 14, 13, 9]"
"['Viet_Anh', 'Dat', 'agent_Khanh', 'agent_random']","[15, 10, 6, 5]"
"['phi', 'longlee', 'agent_Khanh', 'agent_random']","[16, 15, 10, 0]"
"['agent_Khanh', 'longlee', 'Trang9PM_1905', 'agent_random']","[15, 4, 3, 2]"
"['Trangold', 'agent_Khanh', 'agent_random', 'longlee']","[17, 5, 4, 3]"
"['Viet_Anh', 'agent_Khanh', 'longlee', 'agent_random']","[15, 13, 9, 7]"
"['Trang9PM_1905', 'phi', 'agent_Khanh', 'agent_random']","[15, 11, 8, 3]"
"['agent_Khanh', 'Trangold', 'phi', 'agent_random']","[15, 11, 6, 4]"
"['Viet_Anh', 'agent_Khanh', 'phi', 'agent_random']","[20, 11, 10, 3]"
"['Trang9PM_1905', 'agent_Khanh', 'Trangold', 'agent_random']","[15, 14, 13, 2]"
"['Viet_Anh', 'Trang9PM_1905', 'agent_Khanh', 'agent_random']","[19, 5, 2, 1]"
"['Trangold', 'Viet_Anh', 'agent_Khanh', 'agent_random']","[17, 17, 6, 3]"
"['agent_Khanh', 'agent_TongMinh', 'agent_Thu_Trang', 'agent_xung']","[18, 14, 13, 10]"
"['agent_TongMinh', 'agent_Khanh', 'agent_Thu_Trang', 'Dat']","[15, 13, 8, 3]"
"['longlee', 'agent_Khanh', 'agent_TongMinh', 'agent_Thu_Trang']","[18, 15, 14, 12]"
"['agent_Khanh', 'agent_Thu_Trang', 'agent_TongMinh', 'phi']","[15, 14, 10, 3]"
"['agent_TongMinh', 'agent_Thu_Trang', 'Trang9PM_1905', 'agent_Khanh']","[17, 13, 6, 3]"
"['Trangold', 'agent_Thu_Trang', 'agent_Khanh', 'agent_TongMinh']","[16, 15, 11, 10]"
"['agent_TongMinh', 'agent_Thu_Trang', 'Viet_Anh', 'agent_Khanh']","[18, 9, 7, 3]"
"['agent_xung', 'agent_Thu_Trang', 'agent_Khanh', 'Dat']","[16, 11, 3, 3]"
"['longlee', 'agent_Khanh', 'agent_xung', 'agent_Thu_Trang']","[15, 14, 14, 13]"
"['agent_Thu_Trang', 'agent_Khanh', 'phi', 'agent_xung']","[16, 15, 15, 13]"
"['agent_Thu_Trang', 'agent_xung', 'agent_Khanh', 'Trang9PM_1905']","[15, 12, 11, 8]"
"['agent_Khanh', 'agent_Thu_Trang', 'agent_xung', 'Trangold']","[16, 9, 6, 6]"
"['agent_Khanh', 'agent_Thu_Trang', 'agent_xung', 'Viet_Anh']","[15, 14, 14, 14]"
"['agent_Thu_Trang', 'Dat', 'agent_Khanh', 'longlee']","[15, 8, 5, 3]"
"['agent_Thu_Trang', 'phi', 'agent_Khanh', 'Dat']","[15, 7, 4, 0]"
"['agent_Khanh', 'Dat', 'Trang9PM_1905', 'agent_Thu_Trang']","[15, 12, 11, 6]"
"['Trangold', 'Dat', 'agent_Khanh', 'agent_Thu_Trang']","[17, 10, 7, 6]"
"['Dat', 'agent_Khanh', 'Viet_Anh', 'agent_Thu_Trang']","[15, 14, 14, 10]"
"['longlee', 'agent_Khanh', 'agent_Thu_Trang', 'phi']","[16, 14, 13, 7]"
"['Trang9PM_1905', 'agent_Khanh', 'agent_Thu_Trang', 'longlee']","[16, 12, 9, 9]"
"['Trangold', 'agent_Thu_Trang', 'longlee', 'agent_Khanh']","[15, 5, 4, 1]"
"['agent_Thu_Trang', 'Viet_Anh', 'longlee', 'agent_Khanh']","[15, 12, 3, 2]"
"['phi', 'agent_Thu_Trang', 'Trang9PM_1905', 'agent_Khanh']","[16, 14, 5, 4]"
"['agent_Thu_Trang', 'phi', 'Trangold', 'agent_Khanh']","[15, 7, 5, 3]"
"['agent_Khanh', 'agent_Thu_Trang', 'Viet_Anh', 'phi']","[21, 13, 12, 10]"
"['Trang9PM_1905', 'agent_Thu_Trang', 'Trangold', 'agent_Khanh']","[15, 12, 8, 1]"
"['Viet_Anh', 'agent_Thu_Trang', 'Trang9PM_1905', 'agent_Khanh']","[18, 9, 7, 4]"
"['Viet_Anh', 'agent_Thu_Trang', 'Trangold', 'agent_Khanh']","[15, 14, 12, 10]"
"['agent_Khanh', 'agent_TongMinh', 'agent_xung', 'Dat']","[16, 13, 11, 6]"
"['agent_Khanh', 'agent_xung', 'agent_TongMinh', 'longlee']","[16, 12, 11, 10]"
"['phi', 'agent_TongMinh', 'agent_xung', 'agent_Khanh']","[17, 14, 12, 6]"
"['Trang9PM_1905', 'agent_TongMinh', 'agent_Khanh', 'agent_xung']","[17, 12, 9, 9]"
"['agent_xung', 'Trangold', 'agent_Khanh', 'agent_TongMinh']","[19, 13, 7, 4]"
"['Viet_Anh', 'agent_xung', 'agent_TongMinh', 'agent_Khanh']","[15, 9, 8, 3]"
"['agent_TongMinh', 'Dat', 'agent_Khanh', 'longlee']","[17, 13, 5, 3]"
"['agent_TongMinh', 'phi', 'Dat', 'agent_Khanh']","[16, 15, 12, 8]"
"['Dat', 'agent_Khanh', 'agent_TongMinh', 'Trang9PM_1905']","[17, 13, 10, 5]"
"['agent_Khanh', 'agent_TongMinh', 'Dat', 'Trangold']","[17, 11, 10, 7]"
"['agent_TongMinh', 'Dat', 'Viet_Anh', 'agent_Khanh']","[18, 11, 10, 7]"
"['longlee', 'phi', 'agent_TongMinh', 'agent_Khanh']","[17, 17, 9, 4]"
"['Trang9PM_1905', 'longlee', 'agent_TongMinh', 'agent_Khanh']","[15, 9, 8, 4]"
"['agent_TongMinh', 'Trangold', 'longlee', 'agent_Khanh']","[17, 9, 8, 4]"
"['agent_TongMinh', 'Viet_Anh', 'agent_Khanh', 'longlee']","[16, 10, 9, 7]"
"['agent_TongMinh', 'Trang9PM_1905', 'phi', 'agent_Khanh']","[16, 13, 10, 5]"
"['phi', 'agent_TongMinh', 'Trangold', 'agent_Khanh']","[16, 13, 10, 6]"
"['agent_TongMinh', 'Viet_Anh', 'phi', 'agent_Khanh']","[16, 16, 15, 12]"
"['Trang9PM_1905', 'Trangold', 'agent_Khanh', 'agent_TongMinh']","[16, 13, 12, 11]"
"['Trang9PM_1905', 'Viet_Anh', 'agent_Khanh', 'agent_TongMinh']","[15, 14, 12, 10]"
"['Trangold', 'agent_Khanh', 'agent_TongMinh', 'Viet_Anh']","[15, 14, 9, 7]"
"['Dat', 'agent_xung', 'agent_Khanh', 'longlee']","[16, 11, 10, 8]"
"['agent_Khanh', 'phi', 'Dat', 'agent_xung']","[17, 16, 10, 9]"
"['agent_Khanh', 'Trang9PM_1905', 'Dat', 'agent_xung']","[16, 8, 6, 3]"
"['agent_xung', 'Trangold', 'agent_Khanh', 'Dat']","[16, 15, 6, 5]"
"['Viet_Anh', 'agent_Khanh', 'Dat', 'agent_xung']","[24, 10, 4, 3]"
"['longlee', 'agent_Khanh', 'phi', 'agent_xung']","[16, 12, 9, 2]"
"['agent_Khanh', 'agent_xung', 'longlee', 'Trang9PM_1905']","[15, 12, 8, 8]"
"['Trangold', 'agent_xung', 'longlee', 'agent_Khanh']","[17, 10, 8, 7]"
"['agent_Khanh', 'agent_xung', 'longlee', 'Viet_Anh']","[15, 13, 13, 13]"
"['agent_xung', 'Trang9PM_1905', 'agent_Khanh', 'phi']","[16, 14, 13, 10]"
"['Trangold', 'agent_Khanh', 'phi', 'agent_xung']","[15, 14, 13, 10]"
"['Viet_Anh', 'agent_xung', 'phi', 'agent_Khanh']","[15, 14, 12, 7]"
"['Trangold', 'agent_Khanh', 'Trang9PM_1905', 'agent_xung']","[17, 13, 13, 7]"
"['Trang9PM_1905', 'Viet_Anh', 'agent_xung', 'agent_Khanh']","[15, 10, 7, 5]"
"['Trangold', 'agent_Khanh', 'agent_xung', 'Viet_Anh']","[15, 14, 8, 6]"
"['phi', 'Dat', 'longlee', 'agent_Khanh']","[20, 16, 14, 8]"
"['Dat', 'agent_Khanh', 'longlee', 'Trang9PM_1905']","[17, 12, 10, 10]"
"['Trangold', 'agent_Khanh', 'longlee', 'Dat']","[17, 9, 8, 7]"
"['Viet_Anh', 'agent_Khanh', 'longlee', 'Dat']","[15, 14, 14, 7]"
"['phi', 'Dat', 'agent_Khanh', 'Trang9PM_1905']","[15, 12, 6, 1]"
"['Trangold', 'phi', 'agent_Khanh', 'Dat']","[15, 6, 3, 0]"
"['Viet_Anh', 'agent_Khanh', 'phi', 'Dat']","[15, 7, 7, 6]"
"['Dat', 'Trangold', 'agent_Khanh', 'Trang9PM_1905']","[19, 13, 9, 7]"
"['agent_Khanh', 'Dat', 'Viet_Anh', 'Trang9PM_1905']","[15, 11, 11, 6]"
"['Trangold', 'agent_Khanh', 'Viet_Anh', 'Dat']","[16, 15, 12, 5]"
"['agent_Khanh', 'Trang9PM_1905', 'longlee', 'phi']","[17, 16, 14, 12]"
"['longlee', 'phi', 'agent_Khanh', 'Trangold']","[17, 15, 11, 9]"
"['phi', 'agent_Khanh', 'Viet_Anh', 'longlee']","[16, 6, 6, 5]"
"['Trangold', 'longlee', 'agent_Khanh', 'Trang9PM_1905']","[16, 14, 10, 8]"
"['Trang9PM_1905', 'Viet_Anh', 'agent_Khanh', 'longlee']","[15, 9, 2, 2]"
"['longlee', 'Trangold', 'Viet_Anh', 'agent_Khanh']","[15, 10, 8, 5]"
"['Trangold', 'Trang9PM_1905', 'phi', 'agent_Khanh']","[17, 12, 8, 3]"
"['phi', 'agent_Khanh', 'Viet_Anh', 'Trang9PM_1905']","[17, 12, 10, 5]"
"['phi', 'Trangold', 'Viet_Anh', 'agent_Khanh']","[17, 14, 14, 7]"
"['Trang9PM_1905', 'Trangold', 'Viet_Anh', 'agent_Khanh']","[15, 8, 8, 6]"
"['agent_MA', 'agent_NA', 'agent_NhatMinh', 'agent_Phong']","[16, 13, 9, 7]"
"['agent_NhatMinh', 'agent_MA', 'agent_NA', 'agent_random']","[20, 11, 11, 7]"
"['agent_NhatMinh', 'agent_NA', 'agent_MA', 'agent_Thu_Trang']","[16, 13, 9, 7]"
"['agent_MA', 'agent_NA', 'agent_NhatMinh', 'agent_TongMinh']","[15, 6, 5, 5]"
"['agent_NA', 'agent_NhatMinh', 'agent_MA', 'agent_xung']","[15, 10, 8, 5]"
"['agent_NA', 'agent_NhatMinh', 'agent_MA', 'Dat']","[15, 13, 9, 3]"
"['agent_MA', 'agent_NhatMinh', 'agent_NA', 'longlee']","[18, 14, 11, 6]"
"['phi', 'agent_NA', 'agent_NhatMinh', 'agent_MA']","[18, 14, 10, 6]"
"['agent_NhatMinh', 'agent_NA', 'agent_MA', 'Trang9PM_1905']","[16, 13, 9, 8]"
"['agent_NA', 'agent_NhatMinh', 'agent_MA', 'Trangold']","[17, 14, 12, 7]"
"['agent_MA', 'agent_NA', 'agent_NhatMinh', 'Viet_Anh']","[15, 7, 7, 5]"
"['agent_MA', 'agent_NA', 'agent_Phong', 'agent_random']","[16, 14, 10, 3]"
"['agent_MA', 'agent_NA', 'agent_Phong', 'agent_Thu_Trang']","[18, 12, 10, 3]"
"['agent_NA', 'agent_TongMinh', 'agent_MA', 'agent_Phong']","[15, 13, 9, 7]"
"['agent_MA', 'agent_NA', 'agent_Phong', 'agent_xung']","[15, 12, 11, 10]"
"['agent_MA', 'agent_NA', 'agent_Phong', 'Dat']","[15, 13, 12, 3]"
"['longlee', 'agent_NA', 'agent_Phong', 'agent_MA']","[15, 13, 12, 6]"
"['agent_NA', 'agent_MA', 'agent_Phong', 'phi']","[15, 10, 10, 1]"
"['Trang9PM_1905', 'agent_Phong', 'agent_MA', 'agent_NA']","[15, 12, 8, 8]"
"['agent_NA', 'agent_MA', 'agent_Phong', 'Trangold']","[15, 7, 7, 5]"
"['agent_NA', 'agent_MA', 'agent_Phong', 'Viet_Anh']","[15, 10, 9, 1]"
"['agent_Thu_Trang', 'agent_NA', 'agent_MA', 'agent_random']","[16, 9, 8, 2]"
"['agent_NA', 'agent_TongMinh', 'agent_MA', 'agent_random']","[16, 13, 12, 1]"
"['agent_MA', 'agent_NA', 'agent_xung', 'agent_random']","[16, 12, 10, 3]"
"['agent_NA', 'agent_MA', 'Dat', 'agent_random']","[18, 11, 1, 0]"
"['agent_MA', 'agent_NA', 'agent_random', 'longlee']","[15, 10, 9, 8]"
"['agent_NA', 'agent_MA', 'phi', 'agent_random']","[16, 11, 4, 0]"
"['agent_NA', 'agent_MA', 'Trang9PM_1905', 'agent_random']","[15, 14, 4, 2]"
"['Trangold', 'agent_MA', 'agent_NA', 'agent_random']","[15, 12, 11, 3]"
"['agent_MA', 'agent_NA', 'Viet_Anh', 'agent_random']","[18, 9, 8, 5]"
"['agent_TongMinh', 'agent_Thu_Trang', 'agent_MA', 'agent_NA']","[15, 12, 11, 10]"
"['agent_NA', 'agent_MA', 'agent_Thu_Trang', 'agent_xung']","[16, 11, 8, 8]"
"['agent_Thu_Trang', 'agent_MA', 'agent_NA', 'Dat']","[18, 14, 14, 5]"
"['agent_NA', 'agent_Thu_Trang', 'agent_MA', 'longlee']","[15, 10, 8, 8]"
"['phi', 'agent_Thu_Trang', 'agent_NA', 'agent_MA']","[15, 14, 12, 11]"
"['Trang9PM_1905', 'agent_NA', 'agent_MA', 'agent_Thu_Trang']","[15, 12, 11, 9]"
"['Trangold', 'agent_MA', 'agent_NA', 'agent_Thu_Trang']","[19, 12, 11, 10]"
"['agent_MA', 'agent_NA', 'agent_Thu_Trang', 'Viet_Anh']","[15, 14, 10, 9]"
"['agent_TongMinh', 'agent_MA', 'agent_NA', 'agent_xung']","[15, 11, 11, 6]"
"['agent_NA', 'agent_MA', 'Dat', 'agent_TongMinh']","[15, 14, 10, 4]"
"['agent_TongMinh', 'agent_NA', 'agent_MA', 'longlee']","[18, 14, 11, 2]"
"['phi', 'agent_MA', 'agent_NA', 'agent_TongMinh']","[15, 13, 12, 11]"
"['agent_TongMinh', 'agent_NA', 'Trang9PM_1905', 'agent_MA']","[18, 13, 9, 8]"
"['agent_TongMinh', 'agent_MA', 'agent_NA', 'Trangold']","[16, 12, 12, 7]"
"['agent_TongMinh', 'agent_NA', 'Viet_Anh', 'agent_MA']","[15, 14, 11, 9]"
"['agent_NA', 'agent_MA', 'Dat', 'agent_xung']","[15, 11, 2, 1]"
"['agent_MA', 'agent_NA', 'agent_xung', 'longlee']","[16, 12, 8, 8]"
"['agent_NA', 'agent_MA', 'agent_xung', 'phi']","[15, 12, 10, 8]"
"['agent_NA', 'Trang9PM_1905', 'agent_MA', 'agent_xung']","[15, 13, 12, 0]"
"['agent_MA', 'agent_NA', 'Trangold', 'agent_xung']","[15, 15, 10, 3]"
"['agent_NA', 'agent_MA', 'Viet_Anh', 'agent_xung']","[19, 15, 13, 7]"
"['agent_NA', 'agent_MA', 'longlee', 'Dat']","[15, 14, 10, 4]"
"['agent_NA', 'agent_MA', 'Dat', 'phi']","[15, 7, 5, 5]"
"['Trang9PM_1905', 'agent_NA', 'Dat', 'agent_MA']","[17, 14, 12, 9]"
"['agent_MA', 'agent_NA', 'Trangold', 'Dat']","[21, 13, 10, 3]"
"['agent_NA', 'Viet_Anh', 'agent_MA', 'Dat']","[15, 10, 6, 1]"
"['agent_NA', 'agent_MA', 'phi', 'longlee']","[15, 5, 5, 4]"
"['longlee', 'Trang9PM_1905', 'agent_NA', 'agent_MA']","[19, 14, 12, 10]"
"['agent_NA', 'agent_MA', 'Trangold', 'longlee']","[15, 13, 11, 4]"
"['Viet_Anh', 'agent_MA', 'agent_NA', 'longlee']","[15, 14, 12, 5]"
"['agent_NA', 'phi', 'Trang9PM_1905', 'agent_MA']","[15, 13, 13, 11]"
"['Trangold', 'agent_MA', 'agent_NA', 'phi']","[15, 12, 10, 10]"
"['phi', 'agent_NA', 'Viet_Anh', 'agent_MA']","[15, 13, 13, 9]"
"['agent_MA', 'Trang9PM_1905', 'agent_NA', 'Trangold']","[16, 8, 7, 3]"
"['Viet_Anh', 'agent_MA', 'agent_NA', 'Trang9PM_1905']","[17, 13, 12, 11]"
